"Census","County","State","TotalPop4_18yrs","TotalExempt4_18yrs"
"Census Tract 4.07"," Palm Beach County"," Florida",49,"<5"
"Census Tract 4.10"," Palm Beach County"," Florida",272,"36"
"Census Tract 5.05"," Palm Beach County"," Florida",46,"9"
"Census Tract 5.07"," Palm Beach County"," Florida",171,"9"
"Census Tract 5.09"," Palm Beach County"," Florida",41,"<5"
"Census Tract 5.11"," Palm Beach County"," Florida",187,"26"
"Census Tract 6"," Palm Beach County"," Florida",158,"23"
"Census Tract 7.03"," Palm Beach County"," Florida",633,"44"
"Census Tract 31.01"," Palm Beach County"," Florida",1431,"38"
"Census Tract 31.02"," Palm Beach County"," Florida",1206,"40"
"Census Tract 33"," Palm Beach County"," Florida",858,"30"
"Census Tract 34"," Palm Beach County"," Florida",538,"42"
"Census Tract 37"," Palm Beach County"," Florida",1025,"49"
"Census Tract 38"," Palm Beach County"," Florida",1449,"51"
"Census Tract 39.01"," Palm Beach County"," Florida",829,"23"
"Census Tract 40.05"," Palm Beach County"," Florida",816,"42"
"Census Tract 40.07"," Palm Beach County"," Florida",1199,"19"
"Census Tract 40.08"," Palm Beach County"," Florida",1249,"33"
"Census Tract 40.09"," Palm Beach County"," Florida",848,"19"
"Census Tract 40.10"," Palm Beach County"," Florida",611,"19"
"Census Tract 40.11"," Palm Beach County"," Florida",1261,"24"
"Census Tract 40.13"," Palm Beach County"," Florida",266,"<5"
"Census Tract 8.02"," Palm Beach County"," Florida",395,"33"
"Census Tract 8.03"," Palm Beach County"," Florida",200,"28"
"Census Tract 8.04"," Palm Beach County"," Florida",379,"25"
"Census Tract 9.05"," Palm Beach County"," Florida",563,"32"
"Census Tract 10.03"," Palm Beach County"," Florida",836,"60"
"Census Tract 13.01"," Palm Beach County"," Florida",1274,"101"
"Census Tract 18.02"," Palm Beach County"," Florida",469,"29"
"Census Tract 19.07"," Palm Beach County"," Florida",236,"10"
"Census Tract 19.10"," Palm Beach County"," Florida",6,"<5"
"Census Tract 19.11"," Palm Beach County"," Florida",3,"0"
"Census Tract 41.01"," Palm Beach County"," Florida",1063,"44"
"Census Tract 41.02"," Palm Beach County"," Florida",742,"11"
"Census Tract 42.01"," Palm Beach County"," Florida",1572,"38"
"Census Tract 43"," Palm Beach County"," Florida",1042,"56"
"Census Tract 44.01"," Palm Beach County"," Florida",659,"33"
"Census Tract 44.02"," Palm Beach County"," Florida",1027,"22"
"Census Tract 45"," Palm Beach County"," Florida",1064,"27"
"Census Tract 46.01"," Palm Beach County"," Florida",798,"20"
"Census Tract 46.02"," Palm Beach County"," Florida",1028,"26"
"Census Tract 47.02"," Palm Beach County"," Florida",1387,"28"
"Census Tract 47.04"," Palm Beach County"," Florida",1504,"18"
"Census Tract 48.10"," Palm Beach County"," Florida",549,"45"
"Census Tract 19.12"," Palm Beach County"," Florida",5,"0"
"Census Tract 19.14"," Palm Beach County"," Florida",256,"14"
"Census Tract 19.15"," Palm Beach County"," Florida",1202,"59"
"Census Tract 19.16"," Palm Beach County"," Florida",352,"34"
"Census Tract 19.17"," Palm Beach County"," Florida",581,"57"
"Census Tract 20.05"," Palm Beach County"," Florida",765,"37"
"Census Tract 20.06"," Palm Beach County"," Florida",411,"36"
"Census Tract 32.01"," Palm Beach County"," Florida",1139,"37"
"Census Tract 32.02"," Palm Beach County"," Florida",1350,"51"
"Census Tract 48.11"," Palm Beach County"," Florida",640,"40"
"Census Tract 48.12"," Palm Beach County"," Florida",1976,"35"
"Census Tract 48.17"," Palm Beach County"," Florida",290,"17"
"Census Tract 48.18"," Palm Beach County"," Florida",145,"11"
"Census Tract 48.19"," Palm Beach County"," Florida",923,"37"
"Census Tract 49.02"," Palm Beach County"," Florida",219,"18"
"Census Tract 49.03"," Palm Beach County"," Florida",1171,"16"
"Census Tract 49.04"," Palm Beach County"," Florida",1362,"31"
"Census Tract 50"," Palm Beach County"," Florida",700,"40"
"Census Tract 51.01"," Palm Beach County"," Florida",481,"7"
"Census Tract 51.02"," Palm Beach County"," Florida",1289,"29"
"Census Tract 52.03"," Palm Beach County"," Florida",300,"5"
"Census Tract 52.04"," Palm Beach County"," Florida",507,"56"
"Census Tract 35.04"," Palm Beach County"," Florida",46,"6"
"Census Tract 35.07"," Palm Beach County"," Florida",297,"19"
"Census Tract 35.09"," Palm Beach County"," Florida",101,"22"
"Census Tract 35.11"," Palm Beach County"," Florida",23,"9"
"Census Tract 39.02"," Palm Beach County"," Florida",1451,"48"
"Census Tract 40.12"," Palm Beach County"," Florida",204,"17"
"Census Tract 42.02"," Palm Beach County"," Florida",654,"28"
"Census Tract 42.03"," Palm Beach County"," Florida",387,"30"
"Census Tract 47.06"," Palm Beach County"," Florida",292,"8"
"Census Tract 48.09"," Palm Beach County"," Florida",97,"12"
"Census Tract 48.13"," Palm Beach County"," Florida",1515,"50"
"Census Tract 48.15"," Palm Beach County"," Florida",1293,"38"
"Census Tract 48.16"," Palm Beach County"," Florida",265,"18"
"Census Tract 54.05"," Palm Beach County"," Florida",12,"5"
"Census Tract 53"," Palm Beach County"," Florida",462,"51"
"Census Tract 55.01"," Palm Beach County"," Florida",462,"19"
"Census Tract 55.02"," Palm Beach County"," Florida",1286,"43"
"Census Tract 56.01"," Palm Beach County"," Florida",1007,"31"
"Census Tract 57.02"," Palm Beach County"," Florida",1290,"46"
"Census Tract 58.07"," Palm Beach County"," Florida",761,"51"
"Census Tract 58.16"," Palm Beach County"," Florida",1036,"64"
"Census Tract 59.15"," Palm Beach County"," Florida",468,"38"
"Census Tract 59.16"," Palm Beach County"," Florida",1791,"112"
"Census Tract 59.18"," Palm Beach County"," Florida",713,"60"
"Census Tract 59.21"," Palm Beach County"," Florida",1566,"80"
"Census Tract 54.07"," Palm Beach County"," Florida",27,"6"
"Census Tract 54.09"," Palm Beach County"," Florida",126,"9"
"Census Tract 54.11"," Palm Beach County"," Florida",303,"23"
"Census Tract 56.02"," Palm Beach County"," Florida",285,"25"
"Census Tract 57.01"," Palm Beach County"," Florida",795,"21"
"Census Tract 58.08"," Palm Beach County"," Florida",562,"71"
"Census Tract 58.10"," Palm Beach County"," Florida",29,"<5"
"Census Tract 58.11"," Palm Beach County"," Florida",582,"37"
"Census Tract 58.12"," Palm Beach County"," Florida",748,"38"
"Census Tract 58.13"," Palm Beach County"," Florida",852,"54"
"Census Tract 58.14"," Palm Beach County"," Florida",1003,"15"
"Census Tract 58.17"," Palm Beach County"," Florida",1331,"56"
"Census Tract 59.03"," Palm Beach County"," Florida",2424,"97"
"Census Tract 59.30"," Palm Beach County"," Florida",188,"26"
"Census Tract 59.33"," Palm Beach County"," Florida",3,"0"
"Census Tract 59.34"," Palm Beach County"," Florida",84,"28"
"Census Tract 59.36"," Palm Beach County"," Florida",108,"10"
"Census Tract 59.43"," Palm Beach County"," Florida",4,"<5"
"Census Tract 59.51"," Palm Beach County"," Florida",742,"40"
"Census Tract 59.52"," Palm Beach County"," Florida",1,"0"
"Census Tract 59.56"," Palm Beach County"," Florida",3,"<5"
"Census Tract 60.05"," Palm Beach County"," Florida",434,"30"
"Census Tract 60.06"," Palm Beach County"," Florida",119,"6"
"Census Tract 60.07"," Palm Beach County"," Florida",719,"33"
"Census Tract 60.08"," Palm Beach County"," Florida",216,"9"
"Census Tract 59.17"," Palm Beach County"," Florida",1105,"40"
"Census Tract 59.22"," Palm Beach County"," Florida",608,"51"
"Census Tract 59.23"," Palm Beach County"," Florida",190,"11"
"Census Tract 59.26"," Palm Beach County"," Florida",179,"<5"
"Census Tract 59.31"," Palm Beach County"," Florida",51,"<5"
"Census Tract 59.35"," Palm Beach County"," Florida",28,"13"
"Census Tract 59.37"," Palm Beach County"," Florida",156,"8"
"Census Tract 59.38"," Palm Beach County"," Florida",163,"14"
"Census Tract 59.39"," Palm Beach County"," Florida",4,"0"
"Census Tract 59.40"," Palm Beach County"," Florida",5,"<5"
"Census Tract 59.42"," Palm Beach County"," Florida",271,"16"
"Census Tract 59.45"," Palm Beach County"," Florida",153,"7"
"Census Tract 59.46"," Palm Beach County"," Florida",2049,"75"
"Census Tract 59.47"," Palm Beach County"," Florida",5,"0"
"Census Tract 59.49"," Palm Beach County"," Florida",334,"17"
"Census Tract 1.01"," Palm Beach County"," Florida",1181,"101"
"Census Tract 60.12"," Palm Beach County"," Florida",636,"48"
"Census Tract 52.02"," Palm Beach County"," Florida",737,"31"
"Census Tract 61"," Palm Beach County"," Florida",721,"32"
"Census Tract 62.01"," Palm Beach County"," Florida",1014,"29"
"Census Tract 62.03"," Palm Beach County"," Florida",159,"8"
"Census Tract 63"," Palm Beach County"," Florida",728,"79"
"Census Tract 65.01"," Palm Beach County"," Florida",296,"17"
"Census Tract 65.02"," Palm Beach County"," Florida",424,"26"
"Census Tract 66.02"," Palm Beach County"," Florida",673,"87"
"Census Tract 66.03"," Palm Beach County"," Florida",264,"32"
"Census Tract 66.04"," Palm Beach County"," Florida",926,"47"
"Census Tract 59.50"," Palm Beach County"," Florida",484,"60"
"Census Tract 59.53"," Palm Beach County"," Florida",276,"15"
"Census Tract 59.54"," Palm Beach County"," Florida",166,"34"
"Census Tract 59.55"," Palm Beach County"," Florida",71,"22"
"Census Tract 60.09"," Palm Beach County"," Florida",10,"<5"
"Census Tract 60.10"," Palm Beach County"," Florida",534,"28"
"Census Tract 60.11"," Palm Beach County"," Florida",347,"39"
"Census Tract 62.02"," Palm Beach County"," Florida",147,"18"
"Census Tract 64.01"," Palm Beach County"," Florida",169,"26"
"Census Tract 9901"," Palm Beach County"," Florida",0,"0"
"Census Tract 9805"," Palm Beach County"," Florida",0,"0"
"Census Tract 2.02"," Palm Beach County"," Florida",1059,"34"
"Census Tract 2.04"," Palm Beach County"," Florida",662,"29"
"Census Tract 2.05"," Palm Beach County"," Florida",1001,"60"
"Census Tract 2.06"," Palm Beach County"," Florida",1290,"84"
"Census Tract 2.10"," Palm Beach County"," Florida",911,"81"
"Census Tract 2.11"," Palm Beach County"," Florida",969,"79"
"Census Tract 7.02"," Palm Beach County"," Florida",400,"38"
"Census Tract 66.05"," Palm Beach County"," Florida",707,"61"
"Census Tract 67"," Palm Beach County"," Florida",505,"23"
"Census Tract 68.01"," Palm Beach County"," Florida",1062,"53"
"Census Tract 68.02"," Palm Beach County"," Florida",628,"12"
"Census Tract 69.06"," Palm Beach County"," Florida",385,"71"
"Census Tract 69.07"," Palm Beach County"," Florida",348,"26"
"Census Tract 69.08"," Palm Beach County"," Florida",663,"25"
"Census Tract 69.09"," Palm Beach County"," Florida",266,"20"
"Census Tract 69.10"," Palm Beach County"," Florida",140,"17"
"Census Tract 69.11"," Palm Beach County"," Florida",259,"21"
"Census Tract 69.12"," Palm Beach County"," Florida",424,"43"
"Census Tract 70.05"," Palm Beach County"," Florida",318,"27"
"Census Tract 9.02"," Palm Beach County"," Florida",445,"26"
"Census Tract 9.03"," Palm Beach County"," Florida",886,"59"
"Census Tract 10.02"," Palm Beach County"," Florida",1807,"43"
"Census Tract 10.04"," Palm Beach County"," Florida",706,"30"
"Census Tract 11.01"," Palm Beach County"," Florida",1323,"56"
"Census Tract 12"," Palm Beach County"," Florida",878,"31"
"Census Tract 13.02"," Palm Beach County"," Florida",1058,"43"
"Census Tract 14.02"," Palm Beach County"," Florida",622,"33"
"Census Tract 14.03"," Palm Beach County"," Florida",773,"18"
"Census Tract 70.02"," Palm Beach County"," Florida",490,"143"
"Census Tract 70.07"," Palm Beach County"," Florida",903,"36"
"Census Tract 70.06"," Palm Beach County"," Florida",342,"57"
"Census Tract 70.08"," Palm Beach County"," Florida",1042,"65"
"Census Tract 70.09"," Palm Beach County"," Florida",738,"53"
"Census Tract 71"," Palm Beach County"," Florida",549,"0"
"Census Tract 72.01"," Palm Beach County"," Florida",609,"99"
"Census Tract 72.02"," Palm Beach County"," Florida",544,"66"
"Census Tract 72.03"," Palm Beach County"," Florida",770,"73"
"Census Tract 73.02"," Palm Beach County"," Florida",757,"83"
"Census Tract 74.07"," Palm Beach County"," Florida",89,"14"
"Census Tract 75.01"," Palm Beach County"," Florida",510,"54"
"Census Tract 76.02"," Palm Beach County"," Florida",593,"23"
"Census Tract 76.03"," Palm Beach County"," Florida",452,"58"
"Census Tract 76.04"," Palm Beach County"," Florida",1312,"129"
"Census Tract 70.11"," Palm Beach County"," Florida",284,"8"
"Census Tract 73.01"," Palm Beach County"," Florida",609,"61"
"Census Tract 74.10"," Palm Beach County"," Florida",129,"17"
"Census Tract 74.12"," Palm Beach County"," Florida",106,"10"
"Census Tract 74.14"," Palm Beach County"," Florida",49,"7"
"Census Tract 74.16"," Palm Beach County"," Florida",149,"28"
"Census Tract 74.18"," Palm Beach County"," Florida",42,"<5"
"Census Tract 74.20"," Palm Beach County"," Florida",150,"26"
"Census Tract 75.04"," Palm Beach County"," Florida",305,"31"
"Census Tract 75.05"," Palm Beach County"," Florida",98,"21"
"Census Tract 76.17"," Palm Beach County"," Florida",83,"21"
"Census Tract 77.10"," Palm Beach County"," Florida",1040,"66"
"Census Tract 76.05"," Palm Beach County"," Florida",961,"70"
"Census Tract 76.07"," Palm Beach County"," Florida",630,"64"
"Census Tract 76.10"," Palm Beach County"," Florida",924,"61"
"Census Tract 76.12"," Palm Beach County"," Florida",836,"66"
"Census Tract 76.13"," Palm Beach County"," Florida",384,"46"
"Census Tract 76.14"," Palm Beach County"," Florida",463,"51"
"Census Tract 76.15"," Palm Beach County"," Florida",551,"76"
"Census Tract 76.16"," Palm Beach County"," Florida",297,"30"
"Census Tract 76.18"," Palm Beach County"," Florida",987,"110"
"Census Tract 77.13"," Palm Beach County"," Florida",2990,"208"
"Census Tract 77.21"," Palm Beach County"," Florida",1286,"84"
"Census Tract 77.46"," Palm Beach County"," Florida",1,"0"
"Census Tract 77.47"," Palm Beach County"," Florida",6,"0"
"Census Tract 77.48"," Palm Beach County"," Florida",1407,"80"
"Census Tract 77.50"," Palm Beach County"," Florida",943,"49"
"Census Tract 77.51"," Palm Beach County"," Florida",675,"47"
"Census Tract 77.52"," Palm Beach County"," Florida",1455,"115"
"Census Tract 77.05"," Palm Beach County"," Florida",891,"44"
"Census Tract 77.16"," Palm Beach County"," Florida",1027,"88"
"Census Tract 77.23"," Palm Beach County"," Florida",603,"30"
"Census Tract 77.24"," Palm Beach County"," Florida",1336,"73"
"Census Tract 77.25"," Palm Beach County"," Florida",1396,"53"
"Census Tract 77.30"," Palm Beach County"," Florida",1492,"93"
"Census Tract 77.31"," Palm Beach County"," Florida",831,"55"
"Census Tract 77.32"," Palm Beach County"," Florida",1240,"66"
"Census Tract 77.33"," Palm Beach County"," Florida",717,"26"
"Census Tract 77.53"," Palm Beach County"," Florida",1961,"110"
"Census Tract 77.54"," Palm Beach County"," Florida",441,"23"
"Census Tract 77.57"," Palm Beach County"," Florida",573,"34"
"Census Tract 77.58"," Palm Beach County"," Florida",1305,"53"
"Census Tract 77.59"," Palm Beach County"," Florida",396,"17"
"Census Tract 77.60"," Palm Beach County"," Florida",724,"90"
"Census Tract 77.62"," Palm Beach County"," Florida",316,"15"
"Census Tract 64.02"," Palm Beach County"," Florida",227,"20"
"Census Tract 77.34"," Palm Beach County"," Florida",521,"36"
"Census Tract 77.35"," Palm Beach County"," Florida",1723,"103"
"Census Tract 77.36"," Palm Beach County"," Florida",711,"40"
"Census Tract 77.38"," Palm Beach County"," Florida",739,"53"
"Census Tract 77.39"," Palm Beach County"," Florida",378,"33"
"Census Tract 77.40"," Palm Beach County"," Florida",901,"71"
"Census Tract 77.41"," Palm Beach County"," Florida",569,"54"
"Census Tract 77.42"," Palm Beach County"," Florida",511,"32"
"Census Tract 77.43"," Palm Beach County"," Florida",1080,"95"
"Census Tract 77.44"," Palm Beach County"," Florida",119,"11"
"Census Tract 77.49"," Palm Beach County"," Florida",981,"61"
