time	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	N_enroll	N_surveyed
2017-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.7	99.5	99.4	99.5	0.8	0.7	NA	704	637
2018-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	1.6	0.3	NA	674	661
2019-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.1	99.25	99.25	99.25	89.47	1.2	0.3	NA	675	665
2020-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	2.56	0.34	NA	604	587
2021-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	63.33	100	100	100	100	0	0	NA	30	30
2022-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.8	99.8	100	99.8	3.04	0.4	NA	510	494
2023-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.81	100	99.81	3.57	0.56	NA	554	532
2024-09-01	24001	Allegany	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.83	99.83	99.3	99.83	99.13	2.26	0.52	NA	591	575
2016-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.9	99.5	99.7	99.4	1	0.4	NA	6827	6739
2017-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.9	99.7	99.6	99.5	0.8	0.4	NA	6708	6600
2018-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.6	99.3	99.6	99.2	0.8	0.6	NA	6711	6624
2019-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.58	99.61	99.07	99.49	99.94	1.15	0.64	NA	6812	6691
2020-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.76	99.07	99.63	98.99	1.19	0.03	NA	6334	6224
2021-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.3	98.72	95.72	98.24	95.39	0.95	1.47	NA	4899	4835
2022-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.44	99.69	98.56	99.6	98.26	0.83	0.81	NA	6136	6041
2023-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.35	99.66	99	99.52	98.9	1.24	0.6	NA	5916	5809
2024-09-01	24003	Anne Arundel	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.65	99.82	99.34	99.72	99.16	1.28	0.7	NA	5562	5454
2016-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.9	99.5	99.9	99.6	0.7	1.6	NA	7463	7291
2017-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.8	99.5	99.6	99.3	0.8	2.7	NA	7233	6986
2018-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.7	99.5	99.5	99.6	0.6	0.7	NA	6872	6783
2019-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.15	99.01	95.46	98.44	95.6	1.84	0.28	NA	720	705
2020-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	NA	0	0
2021-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.92	98.92	96.34	98.71	96.56	1.08	0	NA	470	465
2022-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.27	99.01	95.79	97.52	95.79	1.49	3.96	NA	410	404
2023-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.42	99.58	98.73	99.21	98.44	2.02	2.29	NA	5934	5689
2024-09-01	NA	Baltimore City	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.44	99.66	98.88	98.97	98.13	2.05	1.48	NA	6081	5897
2016-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.4	99.7	99.4	99.5	98.9	0.7	0.2	NA	8706	8631
2017-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.7	99.2	99.4	98.9	0.9	0.3	NA	9602	9500
2018-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.3	99.5	99.3	99.5	99	1	0.1	NA	9189	9101
2019-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.47	99.59	99.38	99.42	98.96	1.22	0.23	NA	9553	9409
2020-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.42	99.61	99.37	99.53	98.8	1.04	0.24	NA	8376	8271
2021-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	97.25	98.07	94.67	97.73	94.64	0.79	0.17	NA	8261	8185
2022-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.36	99.52	98.94	99.42	98.71	1.11	0.21	NA	7065	6728
2023-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.66	99.61	99.11	99.55	99.07	1.26	0.22	NA	6953	6851
2024-09-01	NA	Baltimore County	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.21	99.39	99.01	99.38	98.86	1.39	1.14	NA	7694	7575
2016-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	100	99.9	99.7	99.7	0.5	0.3	NA	1008	1000
2017-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.7	99.7	99.8	99.5	1.2	0.3	NA	1117	1097
2018-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.8	99.8	99.7	99.7	0.9	0.3	NA	1073	1060
2019-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	1.29	0.55	NA	1104	1084
2020-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	1.71	1.05	NA	1080	1051
2021-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.5	99.3	99.4	99.3	1	0.2	NA	1010	998
2022-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.52	99.62	99.43	99.62	99.33	0.76	0.57	NA	1059	1052
2023-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	99.91	99.91	99.81	99.72	1.3	0.37	NA	1097	1079
2024-09-01	24009	Calvert	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.91	100	99.91	1.88	0.66	NA	1091	1064
2016-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	99.5	0	0	NA	398	398
2017-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	100	100	99.5	99.5	1.5	0	NA	394	388
2018-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.8	99.8	99.5	99.8	99.5	0.2	0.2	NA	402	402
2019-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.42	99.81	99.62	99.23	99.04	0.38	0	NA	523	521
2020-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	99.75	99.49	0.51	0	NA	399	395
2021-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	1.05	0.53	NA	386	380
2022-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.72	99.72	100	99.72	99.43	0.85	0	NA	354	351
2023-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0.27	0.82	NA	370	366
2024-09-01	24011	Caroline	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.94	99.74	99.47	99.74	98.15	1.59	0	NA	384	378
2016-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.9	99.8	99.8	99.9	0.9	0.1	NA	1634	1617
2017-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.9	99.6	99.8	99.6	1.4	0.3	NA	1679	1655
2018-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.8	99.7	99.8	99.6	1.7	0.4	NA	1736	1701
2019-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.39	99.61	99.27	99.61	99.11	1.28	0.56	NA	1823	1790
2020-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.89	99.94	99.89	99.83	99.78	1.38	0.28	NA	1845	1815
2021-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.3	99.24	98.54	99.11	98.6	1.21	0.06	NA	1593	1573
2022-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.73	99.79	99.79	99.73	99.68	1.4	0.59	NA	1923	1861
2023-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.94	99.94	99.72	99.94	99.56	1.28	0.22	NA	1828	1801
2024-09-01	24013	Carroll	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.52	99.62	98.92	99.3	98.6	2.26	0.65	NA	1914	1860
2016-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.4	99.8	99.9	99.9	99.5	1.6	0.5	NA	1111	1088
2017-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.9	99.8	99.8	99.7	1.9	0.3	NA	1151	1128
2018-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.7	99.6	99.8	99.5	2	0	NA	1103	1081
2019-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.81	100	99.26	99.63	99.26	2.97	0.83	NA	1117	1079
2020-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.3	99.7	99.3	99.7	99.2	1.79	0	NA	1024	1006
2021-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.81	99.25	97.31	99.68	96.98	2.37	0.22	NA	948	928
2022-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.83	99.5	99.83	99.17	1.33	0.5	NA	611	601
2023-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.68	99.68	99.03	99.46	98.93	2.68	0	NA	958	932
2024-09-01	24015	Cecil	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.46	99.73	99.6	99.73	99.33	3.75	0	NA	775	747
2016-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.9	99.9	99.9	99.9	0.9	0.5	NA	1870	1844
2017-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	99.9	99.9	99.8	99.9	0.9	0.2	NA	1725	1641
2018-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.7	99.7	99.8	99.7	1.1	0.6	NA	1626	1599
2019-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.9	99.9	99.64	99.9	99.33	1.08	0.92	NA	1988	1953
2020-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99	99.53	99.67	99.8	99.8	1.14	0.54	NA	1542	1495
2021-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	97.62	97.62	0	0	NA	42	42
2022-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.68	99.76	99.76	99.84	99.76	1.75	0.4	NA	1317	1257
2023-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.55	99.77	99.44	99.77	99.55	1.63	1.13	NA	1826	1777
2024-09-01	24017	Charles	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.57	99.84	99.51	99.78	99.35	1.62	1.95	NA	1914	1848
2016-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.7	99.7	100	99.7	0	1.1	NA	348	344
2017-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.7	99.4	100	99.1	0.3	0	NA	339	338
2018-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.7	98	99.4	98	0.3	0	NA	359	358
2019-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.4	98.4	98.13	98.13	98.4	0.27	0	NA	381	375
2020-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0	0	NA	472	472
2021-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.32	100	99.32	0	0	NA	296	293
2022-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.57	99.57	99.57	99.57	99.57	0	0	NA	234	234
2023-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0.73	0	NA	275	273
2024-09-01	24019	Dorchester	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.64	99.64	100	100	99.64	0.72	0	NA	279	277
2016-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.9	100	100	99.9	100	1.5	0.7	NA	2953	2889
2017-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.4	99.3	99.5	99.3	1.4	0.8	NA	3200	3121
2018-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.2	99.5	99.3	99.6	99.2	1.3	0.4	NA	2979	2930
2019-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.71	99.74	99.57	99.71	99.54	1.47	0.56	NA	3119	3054
2020-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	99.97	1.37	1.21	NA	3305	3222
2021-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.64	99.79	98.51	99.5	98.19	1.14	0.36	NA	2855	2813
2022-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.76	99.55	99.76	99.58	1.45	0.57	NA	3502	3317
2023-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.56	99.53	99.41	99.36	98.89	1.7	0.44	NA	3487	3414
2024-09-01	24021	Frederick	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.37	99.46	99.31	99.4	98.89	1.56	0.66	NA	3404	3330
2016-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	100	100	100	99.7	0.7	0	NA	295	294
2017-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0.8	0	NA	245	243
2018-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.4	99.4	99.4	99.4	99.4	2.3	0	NA	176	172
2019-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.55	99.55	100	100	100	0.9	0.45	NA	226	223
2020-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	0.38	0	NA	266	265
2021-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	66.67	0	NA	5	3
2022-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	100	50	0	NA	3	2
2023-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	99.52	100	2.39	0	NA	214	209
2024-09-01	24023	Garrett	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.22	99.22	98.82	99.22	98.82	1.96	0.39	NA	261	255
2016-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.7	99.7	99.7	99.5	1.2	0.5	NA	2573	2535
2017-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.8	98.9	99.6	98.9	1.4	0.2	NA	2848	2816
2018-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.6	99.4	99.4	99.3	1.2	0.5	NA	2768	2727
2019-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.49	99.78	99.6	99.85	99.34	1.43	0.66	NA	2780	2725
2020-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.46	99.67	99.57	99.64	99.38	1.41	0.25	NA	2806	2760
2021-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.46	99.58	98.73	99.34	98.53	1.35	0.46	NA	2636	2589
2022-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.8	98.88	98.76	98.84	98.58	1.24	0.34	NA	2759	2667
2023-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.51	99.66	99.66	99.81	99.36	2.24	0.3	NA	2743	2675
2024-09-01	24025	Harford	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.62	99.62	99.65	99.62	99.42	2.57	0.54	NA	2688	2607
2016-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.8	99.8	99.6	99.5	0.7	0.1	NA	4275	4238
2017-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.7	99.8	99.6	99.4	99.2	0.7	0.2	NA	4221	4206
2018-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.8	99.4	99.5	99.2	0.8	0.2	NA	4224	4178
2019-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	97.31	99.46	96.51	0.27	0	NA	376	372
2020-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.56	99.73	99.58	99.63	99.22	0.83	0.12	NA	4128	4089
2021-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	97.77	98.03	94.71	96.84	94.16	0.66	0.1	NA	3984	3954
2022-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.42	99.6	99.26	99.58	98.83	1.09	0.21	NA	4126	3773
2023-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.49	99.77	99.14	99.62	98.84	1.65	0.3	NA	4027	3950
2024-09-01	24027	Howard	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.57	99.69	99.26	99.62	98.77	1.2	0.23	NA	3969	3913
2016-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	99.5	99.5	0	0	NA	196	196
2017-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	87.3	98.2	98.2	99.4	98.2	0.6	0.6	NA	167	165
2018-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.5	98.9	97.1	98.9	94.9	0.4	0	NA	275	274
2019-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	100	99.35	1.31	0	NA	155	153
2020-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	99.61	100	99.61	0	0	NA	254	254
2021-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.62	98.62	93.79	100	93.1	0.69	0.69	NA	147	145
2022-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	99.21	100	0.79	0	NA	127	126
2023-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.13	99.13	95.65	99.13	94.78	0.87	0	NA	116	115
2024-09-01	24029	Kent	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	95.97	96.64	95.3	97.99	93.96	2.01	0	NA	152	149
2016-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.4	99.6	99.4	99.4	98.9	0.6	0.2	NA	11654	11555
2017-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.7	99.2	99.5	98.7	0.7	0.2	NA	12991	12865
2018-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.6	99.7	99.2	99.4	98.7	0.8	0.2	NA	12345	12226
2019-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.55	99.63	99.08	99.53	98.66	0.87	0.22	NA	13246	13091
2020-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.55	99.55	99.34	99.49	98.21	8.37	0.16	NA	12070	11872
2021-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	64.27	64.66	63.19	63.54	62.58	0.36	0.92	NA	11197	11169
2022-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.78	98.99	98.05	98.89	97.18	0.84	0.22	NA	9951	9493
2023-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99	99.07	98.89	98.91	98.27	0.94	0.21	NA	9001	8898
2024-09-01	24031	Montgomery	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99	99.17	98.59	99.01	97.9	1.05	0.96	NA	11620	11480
2016-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.5	99.7	98.7	99.5	98.6	0.9	0.5	NA	10800	10784
2017-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.2	99.4	98.8	99.1	98.5	0.5	0.2	NA	10765	10715
2018-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	96.2	96.6	94.1	96.2	95.5	0.6	0.3	NA	10106	10019
2019-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	97.35	97.74	96.28	97.46	95.84	0.85	0.28	NA	10587	10214
2020-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	97.33	97.85	96.75	97.59	95.67	2.18	2.38	NA	10593	10332
2021-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	93.63	94.03	88.97	93.21	87.93	0.6	0.06	NA	8689	8526
2022-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	94.22	96.19	94.04	94.93	93.16	0.82	1.01	NA	9165	8494
2023-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.55	98.74	97.91	98.61	97.54	1.15	0.21	NA	9597	9468
2024-09-01	24033	Prince George's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.26	99.54	99.07	99.34	98.62	1.33	0.66	NA	8875	8702
2016-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	100	100	99.8	99.8	1.4	0.4	NA	495	486
2017-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.8	100	100	100	99.6	1.1	0	NA	555	551
2018-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	97.8	98.6	100	99.4	100	1.7	0	NA	519	510
2019-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	100	99.6	100	98.2	99.6	1.8	0	NA	510	501
2020-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.83	99.61	100	99.22	99.41	0.78	0	NA	516	512
2021-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.46	99.61	98.65	99.03	98.26	1.35	0	NA	525	518
2022-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	98.47	98.47	99.24	100	98.98	1.27	0.51	NA	400	393
2023-09-01	24035	Queen Anne's	Kindergarten	NA	NA	NA	NA	NA	NA	NA	NA	99.78	99.78	99.11	99.55	99.11	0.89	0	NA	452	448
